Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1771992910,150,,Aggregated,235.600000,0.000000,430,700,810,870,1000,1200,1300,1300,1500,1700,1700,5374,0,430.0,536.6633084350583,0.8940840000000172,1670.7647079999992,1751.995534052847
1771992911,150,,Aggregated,221.300000,0.000000,430,710,820,890,1000,1200,1300,1300,1500,1700,1700,5592,0,430.0,543.377952817776,0.8940840000000172,1670.7647079999992,1754.2185264663806
1771992912,150,,Aggregated,217.500000,0.000000,430,720,830,890,1000,1200,1300,1300,1500,1700,1700,5817,0,430.0,546.572728594981,0.8940840000000172,1670.7647079999992,1755.9568506102803
1771992913,150,,Aggregated,212.900000,0.000000,430,730,840,900,1000,1200,1300,1300,1500,1700,1700,6054,0,430.0,550.2527704867866,0.8940840000000172,1670.7647079999992,1755.8510075982822
1771992914,150,,Aggregated,209.600000,0.000000,430,730,850,900,1000,1200,1300,1300,1500,1700,1700,6265,0,430.0,553.5081385249813,0.8940840000000172,1670.7647079999992,1755.3157222665602
1771992915,150,,Aggregated,205.900000,0.000000,440,740,860,910,1000,1200,1300,1300,1500,1700,1700,6480,0,440.0,557.6650641182108,0.8940840000000172,1670.7647079999992,1753.7648148148148
1771992916,150,,Aggregated,202.900000,0.000000,440,740,870,920,1000,1200,1300,1300,1500,1700,1700,6690,0,440.0,561.0982441437976,0.8940840000000172,1670.7647079999992,1751.5757847533632
1771992917,150,,Aggregated,203.800000,0.000000,440,750,860,910,1000,1100,1300,1300,1500,1700,1700,6944,0,440.0,561.349331050404,0.8940840000000172,1670.7647079999992,1754.7283986175116
1771992918,150,,Aggregated,204.000000,0.000000,440,750,860,910,1000,1100,1300,1300,1400,1700,1700,7184,0,440.0,562.7400019863591,0.8940840000000172,1670.7647079999992,1752.5668151447662
1771992919,150,,Aggregated,212.500000,0.000000,440,760,860,910,1000,1100,1300,1300,1400,1700,1700,7424,0,440.0,563.8576448948014,0.8940840000000172,1670.7647079999992,1754.1635237068965
1771992920,150,,Aggregated,213.900000,0.000000,440,760,860,910,1000,1100,1300,1300,1400,1700,1700,7661,0,440.0,565.4147327038253,0.8940840000000172,1670.7647079999992,1749.7521211330113
1771992921,150,,Aggregated,225.100000,0.000000,440,770,870,910,990,1100,1200,1300,1400,1700,1700,7885,0,440.0,566.9101913337995,0.8940840000000172,1670.7647079999992,1747.9701965757768
1771992922,150,,Aggregated,225.100000,0.000000,440,770,870,910,1000,1100,1200,1300,1400,1700,1700,8086,0,440.0,570.0968286803125,0.8940840000000172,1670.7647079999992,1743.2127133316844
1771992923,150,,Aggregated,229.700000,0.000000,440,780,870,910,1000,1100,1200,1300,1400,1700,1700,8319,0,440.0,572.6329246354135,0.8940840000000172,1670.7647079999992,1744.7151099891814
1771992924,150,,Aggregated,226.400000,0.000000,440,790,870,910,1000,1100,1200,1300,1400,1700,1700,8566,0,440.0,573.254490140556,0.8940840000000172,1670.7647079999992,1746.5045528834928
1771992925,150,,Aggregated,225.700000,0.000000,440,780,870,910,990,1100,1200,1300,1400,1700,1700,8801,0,440.0,573.1318804875582,0.8940840000000172,1670.7647079999992,1746.308033178048
1771992926,150,,Aggregated,227.000000,0.000000,440,790,870,910,990,1100,1200,1300,1400,1700,1700,9030,0,440.0,574.6960409289038,0.8940840000000172,1670.7647079999992,1747.2467331118494
1771992927,150,,Aggregated,231.000000,0.000000,440,790,870,910,990,1100,1200,1300,1400,1700,1700,9246,0,440.0,577.0194603306302,0.8940840000000172,1670.7647079999992,1746.8905472636816
1771992928,150,,Aggregated,233.400000,0.000000,440,800,870,910,1000,1100,1200,1300,1400,1700,1700,9436,0,440.0,579.0380874889793,0.8940840000000172,1670.7647079999992,1740.5409071640527
1771992929,150,,Aggregated,228.000000,0.000000,440,800,880,920,1000,1100,1200,1300,1400,1700,1700,9669,0,440.0,581.0904850034137,0.8940840000000172,1670.7647079999992,1738.0776709070224
1771992930,150,,Aggregated,224.100000,0.000000,440,810,880,920,1000,1100,1200,1300,1400,1700,1700,9911,0,440.0,582.1987332723246,0.8940840000000172,1670.7647079999992,1738.2680859650893
1771992931,150,,Aggregated,222.900000,0.000000,440,810,880,910,1000,1100,1200,1300,1400,1600,1700,10152,0,440.0,581.8748321184015,0.8940840000000172,1670.7647079999992,1737.2923561859732
1771992932,150,,Aggregated,225.300000,0.000000,440,810,870,910,990,1100,1200,1300,1400,1600,1700,10394,0,440.0,582.4080894667127,0.8940840000000172,1670.7647079999992,1737.815278045026
1771992933,150,,Aggregated,225.700000,0.000000,440,810,880,910,990,1100,1200,1300,1400,1600,1700,10617,0,440.0,583.5026799863441,0.8940840000000172,1670.7647079999992,1734.3721390223227
1771992934,150,,Aggregated,228.800000,0.000000,440,810,880,910,990,1100,1200,1300,1400,1600,1700,10847,0,440.0,583.9871729624795,0.8940840000000172,1670.7647079999992,1732.4643680280262
1771992935,150,,Aggregated,228.400000,0.000000,440,810,880,910,990,1100,1200,1300,1400,1600,1700,11039,0,440.0,585.8795628121222,0.8940840000000172,1670.7647079999992,1732.4562913307366
1771992936,150,,Aggregated,229.200000,0.000000,450,820,880,920,1000,1100,1200,1300,1400,1600,1700,11267,0,450.0,588.3044107497134,0.8940840000000172,1670.7647079999992,1732.745096298926
1771992937,150,,Aggregated,225.000000,0.000000,450,820,880,920,1000,1100,1200,1300,1400,1600,1700,11514,0,450.0,588.5076520978828,0.8940840000000172,1670.7647079999992,1735.791384401598
1771992938,150,,Aggregated,222.300000,0.000000,450,820,880,920,1000,1100,1200,1300,1400,1600,1700,11720,0,450.0,589.378772575685,0.8940840000000172,1670.7647079999992,1736.0112627986348
1771992939,150,,Aggregated,225.800000,0.000000,450,820,890,920,990,1100,1200,1300,1400,1600,1700,11955,0,450.0,590.5230123515705,0.8940840000000172,1670.7647079999992,1735.2301965704726
1771992940,150,,Aggregated,227.500000,0.000000,450,820,890,920,990,1100,1200,1300,1400,1600,1700,12190,0,450.0,591.0273434577546,0.8940840000000172,1670.7647079999992,1735.856603773585
1771992941,150,,Aggregated,226.700000,0.000000,450,820,890,920,990,1100,1200,1300,1400,1600,1700,12394,0,450.0,591.57140986526,0.8940840000000172,1670.7647079999992,1733.6256253025658
